	X
both	CCONJ
Both	DET
bother	VERB
bothsocial	X
bottle	NOUN
bottled	X
bottom	NOUN
BouchetPetersen	X
BoudicaRides	X
boughb	X
bought	VERB
bounce	NOUN
bound	ADJ
bounty	X
bouquet	X
Bournemouth	X
bout	NOUN
Bout	PROPN
Boutta	X
bow	X
bowels	X
Bowers	X
BowkerMorgan	X
bowl	NOUN
bowls	NOUN
Bowman	X
bows	X
box	NOUN
boxers	X
boxes	NOUN
boxing	X
Boxing	X
BoxingFanatic	X
boy	NOUN
Boy	PROPN
boycott	NOUN
Boycotting	X
boyfriend	NOUN
boys	NOUN
Boys	X
BOYS	X
Bozzelli	X
bp	X
BPD	X
Bpharm	X
BQAvtja	X
BQQuinn	X
bra	X
braaaat	X
Brace	X
braces	X
brad	X
Brad	PROPN
bradangelina	X
Bradford	PROPN
Bradley	PROPN
bradnarok	X
bradshawjp	X
brady	X
brag	X
brain	NOUN
braininess	X
brainwashed	VERB
branch	NOUN
BrancoCarmine	X
brand	ADV
branded	X
BrandedByCas	X
branden	X
branding	X
Brandino	X
brandonmanitoba	X
brands	X
brat	X
BratzHead	X
bravado	X
brave	ADJ
braved	X
bravehearted	X
BraveHermione	X
Bravo	X
brawl	X
brawndo	X
brazy	X
brb	X
Brb	X
bread	NOUN
breadf	X
breadrins	X
break	VERB
Break	NOUN
breakaway	NOUN
breakdown	NOUN
BREAKER	X
breakfast	NOUN
Breakfast	NOUN
breaking	VERB
Breaking	X
breaks	NOUN
breakups	X
breasts	X
breath	NOUN
breathe	VERB
Breathe	X
breathing	VERB
breathless	X
breaths	X
breeding	VERB
Breeze	PROPN
breezy	X
BreezyWeekes	X
BreitbartNews	X
Bremen	X
Brendan	PROPN
brendancoots	X
brendon	X
Brendon	X
Brendonati	X
brennan	X
BresAdvice	X
Bret	X
Brewer	X
brewing	X
Brexit	X
brian	X
Brian	PROPN
BrianaBanksxoxo	X
brianclark	X
Briannax	X
brianpmangan	X
Brians	X
brianwolly	X
Briardpup	X
bribe	X
bribed	X
bribing	X
bride	X
Bridesmaid	X
bridge	NOUN
Bridge	X
bridges	NOUN
Bridges	X
Bridget	PROPN
BridgetJonesBaby	X
Bridgette	X
brief	VERB
Brien	X
brietbart	X
brigetjonesbaby	X
brigetjonesbabys	X
bright	ADJ
brighten	X
brightens	X
brighter	X
brightest	X
brightly	X
Brighton	X
BrightonChoir	X
BrightPigSEO	X
brilliant	X
Brilliant	X
brills	X
brims	X
bring	VERB
Bring	VERB
bringing	VERB
BringRoshniHome	X
brings	VERB
bringyouhome	X
Brissett	X
british	X
British	ADJ
britishairways	X
BritishBakeOff	X
bro	X
Bro	NOUN
broad	PROPN
broadband	NOUN
broadcast	VERB
broadcasted	X
broadly	X
broccoli	NOUN
brock	X
Brock	X
brodcast	X
BroggersM	X
broitzmax	X
broke	ADJ
BROKE	X
broken	VERB
Broncos	X
bronzy	X
brooke	X
Brooke	X
BrookeBCNN	X
brooklynbreeder	X
brooks	X
bros	X
brotein	X
brother	NOUN
BROTHER	X
Brotherhood	X
brothers	NOUN
BROTHERS	X
brought	VERB
brown	NOUN
Brown	PROPN
brownie	X
Browns	NOUN
Bruce	PROPN
bruins	X
BrumSciComm	X
bruno	X
brush	X
brushing	X
Brussels	X
brutal	ADJ
brutality	X
brutally	X
bryony	X
bs	NOUN
BS	NOUN
BSG	X
Bsmarz	X
BSNL	X
bt	X
BT	PROPN
BTCare	X
bts	X
BTS	X
btw	ADV
Btw	X
BTW	ADV
bu	X
bub	X
bubble	NOUN
Buble	X
bubledygook	X
Buchanan	PROPN
buck	NOUN
BuckshotBandit	X
BuckyNat	X
Bud	PROPN
budderlordk	X
Buddha	X
buddhism	X
buddy	NOUN
Budget	X
Buds	X
BuffnPolish	X
BUFORD	X
bug	NOUN
buggazing	X
BUGGER	X
buggered	X
buggy	X
bugs	NOUN
buhmaid	X
build	NOUN
building	NOUN
buildingpeace	X
builds	VERB
bulb	NOUN
bull	NOUN
Bull	X
bulldogslways	X
bullet	X
BULLET	X
bullied	X
Bullies	X
bullshit	NOUN
Bullshit	X
BullSkitComedy	X
bully	X
bullying	X
Bulushi	X
bum	X
bumbleb	X
bump	X
bumping	VERB
bun	NOUN
bunch	NOUN
bundle	NOUN
Bungie	X
Bunk	X
buoyant	X
burden	NOUN
burdened	X
bureaucrat	X
burgers	NOUN
BurhanWani	X
buried	X
BurkeRamsey	X
BurmanAJ	X
burn	VERB
burned	X
burner	NOUN
burners	X
burning	VERB
burns	NOUN
Burns	X
Burnt	X
burp	X
Burslem	X
burst	NOUN
bursting	X
burton	X
burying	X
buryprofs	X
bus	NOUN
buses	NOUN
Bush	PROPN
bushes	NOUN
Bushes	X
business	NOUN
businesses	NOUN
busquet	X
bussing	X
bust	VERB
busted	VERB
Buster	X
busty	X
busy	ADJ
but	CCONJ
But	CCONJ
BUT	CCONJ
Butler	X
butt	NOUN
butter	NOUN
butterflies	NOUN
butthurt	X
Buttockus	X
button	NOUN
Button	X
buviobby	X
buy	VERB
Buy	VERB
buying	VERB
Buying	NOUN
buzz	X
BuzzFeed	X
BuzzFeedAndrew	X
buzzing	NOUN
buzzinnnnnn	X
buzzlightbeard	X
bwahaha	X
Bwana	X
Bway	X
BWI	X
by	ADP
By	ADP
bye	X
Bye	X
byeeeeeeee	X
ByeKandace	X
byronbay	X
BYU	X
c	NOUN
C	NOUN
CA	AUX
cab	NOUN
Caballero	X
Cabe	X
cable	X
cacking	X
cackle	X
cactus	NOUN
Cadres	X
caeruleusV	X
cafe	NOUN
caferacer	X
caffeine	X
cage	NOUN
Cage	NOUN
cages	NOUN
cahracter	X
cailamarsai	X
Cain	X
caIrissian	X
caitlin	X
CajunKangaroo	X
cake	NOUN
cakeclubhour	X
cal	X
calculated	VERB
CalebAtChipotle	X
calebpressleyxo	X
Calgary	PROPN
Cali	X
California	PROPN
Caligraphy	X
call	VERB
Call	VERB
CALL	X
callbacks	X
called	VERB
Caller	X
Callidissima	X
calling	VERB
CallofDuty	X
calls	NOUN
CAllstadt	X
CallumPinner	X
calm	ADJ
calming	ADJ
calmness	NOUN
calorie	X
CalStateLA	X
Calum	X
calves	X
cam	X
Cam	X
cambma	X
Camden	X
came	VERB
Came	VERB
camera	NOUN
cameras	NOUN
cameronNewton	X
camilluddington	X
camouflage	X
camp	VERB
campaign	NOUN
campaignin	X
campaigning	NOUN
campground	X
camposanto	X
camps	NOUN
campus	NOUN
camshaft	X
can	AUX
Can	AUX
CAN	AUX
canada	PROPN
Canada	PROPN
Canaday	X
Canadian	PROPN
CanadianPM	X
canal	NOUN
CanberraAirport	X
cancel	VERB
canceled	X
cancelled	VERB
Cancelling	X
cancer	NOUN
Candace	X
Candice	X
candidate	NOUN
candidates	NOUN
candies	NOUN
candles	X
candy	X
Cannabis	X
canning	X
cannot	X
Cannot	X
canola	X
canon	PROPN
canoodling	X
cant	X
cantbeatme	X
cantconacon	X
CantPay	X
cantsleep	X
cantstoplaughing	X
cap	NOUN
capable	ADJ
cape	X
CapehartJ	X
capetown	X
capita	X
CapitalOne	X
capo	X
cappuccino	X
caps	NOUN
captain	PROPN
captainzee	X
caption	X
captivating	X
capture	VERB
CaptureYourMind	X
car	NOUN
Car	NOUN
CAR	X
caramel	X
carbon	NOUN
carbonation	X
card	NOUN
Card	PROPN
cardiac	ADJ
cardiff	X
Cardiff	X
CardiffBluesSC	X
cardinal	X
cardio	X
cards	NOUN
Cardschatter	X
care	NOUN
career	NOUN
carefreeash	X
careful	ADJ
carefull	X
cares	VERB
caressing	X
caring	ADJ
carl	X
Carl	PROPN
Carlabtst	X
carletonuniversity	X
carley	X
carlybigelow	X
carlymarierozy	X
carnal	X
carnival	PROPN
Carolina	PROPN
Caroline	PROPN
carolinelec	X
CarolineLucas	X
CarolynTopol	X
caron	X
carpet	NOUN
Carr	X
carras	X
Carrell	X
carriages	X
carrick	X
Carrick	X
Carrie	X
carried	VERB
CarrieLynne	X
carrierfault	X
carries	VERB
carry	VERB
Carry	X
carrying	VERB
cars	NOUN
Cars	PROPN
Carvana	X
carysmithwriter	X
CAS	X
case	NOUN
cases	NOUN
caseycdutch	X
cash	NOUN
cashcow	X
cashew	X
cashier	NOUN
casillasbreanna	X
casket	X
Casper	X
Cass	PROPN
Cassablancas	X
Cassena	X
cassidyyy	X
Cassie	X
cast	NOUN
caste	X
Castlez	X
castrated	X
CasualMind	X
casuals	X
cat	NOUN
Cat	NOUN
catch	VERB
catching	X
catchy	X
cate	X
categ	X
category	NOUN
Catering	X
Catfish	X
catherine	X
catherinerusse	X
cats	NOUN
Cats	NOUN
caught	VERB
cause	NOUN
Cause	X
caused	VERB
causes	NOUN
causing	VERB
CAUSING	X
cavalierly	X
cave	NOUN
cavity	X
caylen	X
CazuaL	X
cazzrhughes	X
CB	X
cba	X
CBCNews	X
CBS	PROPN
CBSBigBrother	X
CBSThisMorning	X
CBTWORKS	X
cburt	X
cc	NOUN
CC	X
CCGaryRoberts	X
ccgdavidson	X
cciedotnyc	X
ccm	X
ccot	X
ccrago	X
CCTakato	X
cd	PROPN
CDCarter	X
cease	VERB
ceased	X
cedeno	X
cedricyarbrough	X
ceIestialfoxx	X
celebeffer	X
celebrate	X
celebrated	X
celebrating	X
celebration	NOUN
celebrities	X
celebrity	NOUN
cell	NOUN
celtic	X
Celtic	X
cemetery	X
Cena	X
cencerned	X
censored	VERB
censorship	X
center	NOUN
Center	PROPN
centerpiece	X
centre	NOUN
century	NOUN
ceo	X
CEO	NOUN
cept	X
cereal	NOUN
ceremony	X
Cernovich	X
certain	ADJ
certainly	ADV
Certainly	ADV
certified	ADJ
CesarSampao	X
CestLouLeLoup	X
CEVokins	X
cf	X
cfc	X
CFL	X
CGasparino	X
CGI	X
Chafford	X
chains	NOUN
chair	NOUN
chairperson	X
Chait	X
Chalk	X
challenge	NOUN
challenged	VERB
challenges	NOUN
challengesophie	X
challenging	ADJ
chamber	X
champ	X
champagnedreams	X
Champion	X
ChampionsFight	X
Championship	X
championships	X
champs	X
chance	NOUN
chances	NOUN
chancetherapper	X
chandanwriter	X
change	VERB
Change	NOUN
changed	VERB
Changed	X
changes	NOUN
changing	VERB
Changing	X
channel	NOUN
Channel	PROPN
chaos	NOUN
Chaos	X
chaotic	X
ChaoticWrestlin	X
Chapman	X
chappy	X
chapter	NOUN
chara	X
character	NOUN
characteristic	X
characters	NOUN
charcoal	NOUN
charge	NOUN
charged	VERB
charger	VERB
Chargers	X
charges	NOUN
charging	VERB
charisma	X
charity	NOUN
charitybuzz	X
charitypricey	X
charles	X
Charles	PROPN
CharlesCassidy	X
Charlie	PROPN
CharlieEblacker	X
Charlotte	PROPN
CharlotteBnntt	X
CharlotteProtest	X
CharlotteRiot	X
CharlotteRiots	X
Charlton	X
charm	NOUN
chart	NOUN
Chart	X
chase	NOUN
chaseandstatus	X
chases	VERB
chasing	VERB
chat	VERB
chattering	X
chaudhry	X
chavs	X
cHd	X
cheap	ADJ
Cheap	ADJ
CheapAir	X
cheat	X
cheated	VERB
cheaters	X
cheats	X
check	NOUN
Check	VERB
checked	VERB
Checked	X
checkin	X
checking	VERB
cheddar	X
cheeks	NOUN
cheeky	X
cheer	X
Cheer	X
CHEER	X
cheerchick	X
cheerful	X
cheerfully	X
cheerfulness	X
cheering	X
cheerios	X
cheerleaders	X
cheery	X
cheese	NOUN
Cheese	NOUN
cheeseburger	X
cheesy	X
chef	NOUN
Chelsea	X
chelseafc	X
chelseahandler	X
chelsysayshi	X
chem	X
Chem	X
chemical	ADJ
chemistry	X
chenaidavid	X
chencouture	X
cherebork	X
Cherie	X
cherrivarisco	X
cherry	X
Cheryl	PROPN
Chestnut	X
chests	X
chetanlfc	X
chew	VERB
chewing	X
chia	X
ChibiReviews	X
chic	X
Chic	X
Chicago	PROPN
ChicagoPD	X
chick	X
Chick	X
chicken	NOUN
chickflick	X
ChickOfBeauty	X
chief	NOUN
Chiefs	PROPN
ChiefsDan	X
child	NOUN
Child	NOUN
childctweets	X
childhood	NOUN
Childhood	X
Childish	X
childlike	X
Childood	X
children	NOUN
CHILDREN	X
ChildrenOfMen	X
ChildrensIssues	X
chill	ADJ
chilled	X
chilli	X
chillin	X
chills	X
chilly	X
chime	X
chimes	X
chin	X
china	X
China	PROPN
chinks	X
chip	X
chipotle	X
Chipotle	PROPN
ChipotleTweets	X
chips	NOUN
chiropractor	X
chirp	X
chirps	X
chirpy	X
ChloeCramphorn	X
chloemcaleese	X
Chock	X
chocolate	NOUN
Chocolate	NOUN
chocorobos	X
ChoGMinistries	X
choice	NOUN
Choice	X
choices	NOUN
choir	NOUN
Choir	X
choked	X
chokes	X
cholroform	X
Chomsky	X
choose	VERB
Choose	X
choosefreedom	X
chooses	VERB
chop	X
chopper	X
choppers	X
chose	VERB
chosen	VERB
ChowdharyMahima	X
Chr	X
chris	X
Chris	PROPN
ChrisBooker	X
chrisbosh	X
ChrisBrown	X
ChrisChristie	X
ChrisCJackson	X
chrishansen	X
Chrishilly	X
ChrisHudson	X
chrislhayes	X
ChrisLoesch	X
chrislouisIWSC	X
ChrisMellini	X
ChrisMoyles	X
chrisrock	X
ChrissyCostanza	X
chrissyteigen	X
christ	X
Christ	PROPN
Christelle	X
christian	ADJ
Christian	ADJ
christianity	X
Christianity	PROPN
ChristianJMay	X
christie	X
Christie	PROPN
christmas	PROPN
Christmas	PROPN
Christy	X
christyfrink	X
ChrisWarcraft	X
chrome	NOUN
ChronAVT	X
chronic	X
chronicpain	X
chuck	X
chuckin	X
chuckle	X
chuckles	X
chunna	X
church	NOUN
Church	PROPN
Churchill	X
ChurdAllan	X
chusssss	X
chutneysupercat	X
CI	X
ciara	X
Ciara	X
Cibulskis	X
cider	X
cigar	X
cigarette	NOUN
cigarettes	X
Cigna	X
cinema	NOUN
cinemaeyehonors	X
cinematography	X
Cinestrong	X
cineworld	X
circle	NOUN
Circle	PROPN
circles	NOUN
circumstances	NOUN
circumstantial	X
cisco	X
Cisco	X
cities	NOUN
Cities	NOUN
citing	VERB
citizen	NOUN
CitizenMeh	X
citizens	NOUN
citizentvkenya	X
city	NOUN
City	NOUN
CityAM	X
civil	ADJ
Civil	ADJ
civilians	NOUN
CjKiid	X
cjwalters	X
ckolacia	X
claimed	VERB
claims	NOUN
Claire	X
ClaireBlair	X
clairepilkingt	X
clam	X
clan	NOUN
Clap	X
clapping	X
clarechampion	X
clareftballnews	X
ClaretNBlues	X
Clarkeson	X
Clash	X
class	NOUN
Class	X
classes	NOUN
classic	ADJ
Classic	X
classical	ADJ
ClassicDrWho	X
classicmoira	X
classicrock	X
Classics	X
classified	VERB
classmate	X
claws	NOUN
Claymakerbigsi	X
ClayneCrawford	X
Clayorangecrush	X
Clayton	PROPN
clean	ADJ
Clean	ADJ
cleaners	NOUN
cleaning	NOUN
cleanse	X
clear	ADV
Clear	VERB
cleared	VERB
clearing	VERB
clearly	ADV
Clearly	ADV
ClearwaterJazz	X
cleaved	X
ClemvsGT	X
clenching	X
clergy	NOUN
Cleveland	PROPN
ClevelandCNBC	X
ClevelandHustles	X
clever	X
cleverpeople	X
click	VERB
clicked	VERB
client	NOUN
clients	NOUN
CLifeMacon	X
cliff	X
climatechange	X
climbed	X
clin	X
clinging	X
clinton	X
Clinton	PROPN
ClintonGlobal	X
ClintonMafia	X
clintwanda	X
clip	NOUN
clips	NOUN
CllrJohnFox	X
clmazin	X
clock	NOUN
clonmacart	X
Clooney	X
close	ADJ
Close	X
closed	VERB
closer	ADJ
closest	X
clothes	NOUN
cloud	VERB
clouded	X
clouds	X
cloudy	X
Cloudy	X
cloved	X
clown	X
CLOWN	X
clowns	X
Clowns	X
CLP	X
clppng	X
CLT	X
club	NOUN
cluboftheyear	X
clubsoda	X
cluck	X
clue	NOUN
clueless	X
clutter	X
ClvlndK	X
CM	X
CMmyd	X
Cmn	X
cmode	X
cmon	X
Cmon	X
Cmvazquez	X
CN	X
CNBCFastMoney	X
cnn	X
CNN	PROPN
CNNAshleigh	X
cnnbrk	X
CNNnewsroom	X
CNNPolitics	X
cnt	X
co	X
Co	X
CO	PROPN
coach	NOUN
Coach	NOUN
coached	X
coachella	X
coaches	X
coaching	X
coalese	X
coat	NOUN
cobalt	X
cobblers	X
Cocaineandtacos	X
cock	VERB
Cock	X
cocks	X
cocktails	X
cocktribute	X
Coco	PROPN
cod	PROPN
code	NOUN
coding	NOUN
Coefficient	X
coercion	X
coffee	NOUN
Coffee	X
Coffeeking	X
coffees	X
coffey	X
coffin	X
cognitive	X
Cohen	PROPN
CohenDS	X
coincidence	NOUN
COINCIDENCE	X
coincidentally	X
coins	X
coke	X
coked	X
cokie	X
colada	NOUN
cold	ADJ
colder	ADJ
coldplay	X
colinkaepernick	X
colinkapernick	X
ColinOccupantz	X
ColinPowell	X
colinzalewski	X
COLL	X
collab	X
collapse	NOUN
collapses	X
collateral	NOUN
colleague	NOUN
collect	VERB
Collects	X
Colleen	X
college	NOUN
College	NOUN
COLLEGE	X
collegekills	X
collegelife	X
colmjoconnor	X
ColMorrisDavis	X
color	NOUN
colorblind	X
coloring	X
colors	NOUN
Colors	X
colourful	ADJ
coltonflurry	X
ColtsNation	X
com	NOUN
combat	NOUN
combating	X
combination	NOUN
combined	VERB
combs	NOUN
comcast	X
come	VERB
Come	VERB
COME	VERB
comeback	X
comedic	X
comedy	NOUN
comes	VERB
comethefuckonbridget	X
comfort	NOUN
comfortable	ADJ
comforted	X
comforting	ADJ
ComfortTheAfflicted	X
comic	ADJ
Comic	X
comicfire	X
comics	X
comicsans	X
coming	VERB
Coming	VERB
COMING	X
comma	NOUN
commando	X
commences	X
comment	NOUN
commentary	NOUN
Commentary	X
commentator	X
comments	NOUN
commercial	NOUN
commercials	X
Commission	NOUN
commissions	X
commit	VERB
commiting	X
commitments	NOUN
committing	VERB
common	ADJ
Common	ADJ
communication	NOUN
communism	X
Communism	X
community	NOUN
Community	X
CommunitySleepCoach	X
commute	X
comp	X
compact	ADJ
companies	NOUN
Companion	X
companions	X
company	NOUN
compare	VERB
compared	VERB
comparing	VERB
Comparing	X
comparison	NOUN
comparisons	NOUN
compassion	NOUN
compatibility	X
compelling	ADJ
Compensation	NOUN
competition	NOUN
Competition	X
competitive	ADJ
competitors	X
compilations	X
compiled	X
complain	VERB
complained	VERB
complaining	VERB
complains	X
complaint	NOUN
complaints	NOUN
complete	ADJ
Complete	X
completed	VERB
completely	ADV
Completely	X
COMPLETELY	X
Completing	X
complexptsd	X
complicated	ADJ
complications	NOUN
compliment	NOUN
Complimentary	X
compliments	NOUN
compromise	NOUN
computer	NOUN
comrades	X
con	X
conartist	X
concede	X
conceded	X
concept	NOUN
concern	NOUN
Concern	VERB
concerned	ADJ
concerning	ADJ
concerns	NOUN
concert	NOUN
concerts	NOUN
concessions	X
conciousness	X
conciseness	X
concluded	VERB
Conclusion	NOUN
conclusions	NOUN
Concorde	X
concur	VERB
condemn	VERB
condemning	X
condition	NOUN
conditioned	VERB
conditioner	NOUN
conditions	NOUN
condolences	X
Condolences	X
conduct	NOUN
conductor	X
cones	X
confesses	X
confessions	X
Confiaejce	X
confidence	NOUN
confident	ADJ
confimation	X
confirm	VERB
conflate	X
conflict	NOUN
conflicted	X
conflicting	VERB
confrontations	X
confronted	X
confused	VERB
confusion	NOUN
Congis	X
congrats	X
Congrats	NOUN
congratulate	X
Congratulations	NOUN
CONGRATULATIONS	NOUN
Congress	PROPN
CongressCritters	X
congressional	X
Congreve	X
coniferous	X
conjunction	NOUN
connectivity	X
connector	X
Connie	X
Connivers	X
connolly	X
Connor	X
ConnorGarnett	X
Conor	X
Conorojo	X
cons	NOUN
conscience	NOUN
conscious	ADJ
consciousness	NOUN
consenting	VERB
consequence	NOUN
consequences	NOUN
conservative	ADJ
considered	VERB
considering	VERB
Considering	VERB
considers	VERB
consistency	NOUN
consistent	ADJ
consistently	ADV
Console	PROPN
conspiracy	NOUN
constant	ADJ
constantly	ADV
Constantly	X
constipated	X
constipation	X
constituents	X
constitution	X
Constitution	NOUN
constitutional	X
constraints	NOUN
constructive	ADJ
consumate	X
consumer	NOUN
consumerism	X
cont	X
contact	NOUN
Contact	VERB
contacted	VERB
Contactless	X
contacts	NOUN
contagious	X
contained	VERB
content	ADJ
Content	X
contention	X
contentment	X
ContentwiththeLordsPortion	X
Contest	PROPN
contestants	X
Contestants	X
context	NOUN
continual	X
continually	ADV
continuation	X
continue	VERB
continued	VERB
continues	VERB
continuously	ADV
Continuously	X
ContourCosmetic	X
contract	NOUN
contracts	NOUN
contrasts	X
contrib	X
contributing	X
contributions	NOUN
control	NOUN
controlled	VERB
controllers	NOUN
Controlling	X
controls	NOUN
controversies	X
conundrum	NOUN
convenient	ADJ
conversation	NOUN
Conversation	X
converse	X
conversion	X
converting	VERB
convicts	NOUN
convince	VERB
convinced	ADJ
convo	X
convos	X
cook	VERB
Cook	X
cooked	VERB
Cooked	X
Cookie	PROPN
cookies	NOUN
cooking	NOUN
cool	ADJ
Cool	X
Cooler	X
Coon	X
Cooney	X
coopah	X
cooped	X
Cooper	PROPN
cooperate	VERB
cooperation	NOUN
coops	X
coopuk	X
coopukfood	X
Coordinators	X
cooties	X
cop	NOUN
cope	VERB
coping	X
cops	X
Cops	X
copy	VERB
coq	X
CorbettBarr	X
Corbyn	X
Cordinator	X
core	NOUN
Coren	X
Corey	PROPN
corinthian	X
cork	NOUN
corn	NOUN
corner	NOUN
CornerBakery	X
corners	NOUN
CornflakeDaddy	X
CorningFootball	X
coronary	X
corporate	ADJ
corpse	X
corpses	X
correct	ADJ
correction	NOUN
correctly	ADV
correlative	X
corridor	X
corridors	X
corrupt	ADJ
corrupted	X
corruption	X
corruptmelon	X
Corsair	X
Cory	NOUN
cos	X
Cos	X
Cosmos	X
Cosplaying	X
cost	NOUN
costs	VERB
costume	X
cotsonika	X
couch	NOUN
coughing	X
could	AUX
Could	AUX
couldn	X
Couldn	X
couldnt	X
council	NOUN
counsel	NOUN
count	VERB
countdown	X
Countdown	X
counted	VERB
countenance	X
counter	NOUN
counterfeit	X
counterintuitively	X
counterparty	NOUN
counting	VERB
countless	ADJ
countries	NOUN
country	NOUN
countrygirl	X
countryside	NOUN
county	NOUN
County	PROPN
couple	NOUN
couples	NOUN
coupon	NOUN
coupons	NOUN
courage	NOUN
Courage	X
COURAGE	X
courageous	X
course	ADV
courses	NOUN
court	VERB
Court	PROPN
Courteoussoul	X
courting	X
CourtneeHendrix	X
courtneymee	X
couscous	X
cousin	NOUN
cousins	NOUN
CousinSyl	X
Coventry	PROPN
cover	VERB
Cover	NOUN
coverage	NOUN
covered	VERB
covering	VERB
Covering	X
Covey	PROPN
CovinoandRich	X
cow	X
Cowan	X
coward	X
cowardliness	X
cowardly	X
Cowboys	X
CowboysTwitter	X
cower	X
coworker	X
Coworker	X
coworkers	NOUN
cows	NOUN
coy	X
Coyblake	X
coyotes	X
COYS	X
coz	SCONJ
CozanGaming	X
CP	NOUN
CParks	X
CPC	X
cpd	X
CPFC	X
CPPSmeofficial	X
Cpt	X
CPTSD	X
CQHshJSI	X
crack	NOUN
crackhead	X
crackheads	X
cracking	X
cracks	X
craft	NOUN
craig	X
Craig	PROPN
Craigan	X
Craigen	X
CraigfromCincy	X
cramp	X
cramps	X
crap	NOUN
CRAP	X
Crappy	X
crash	VERB
crashed	X
crashes	VERB
crashing	X
craving	NOUN
crawl	X
crawling	VERB
crawls	VERB
cray	X
CrayonToCrayon	X
crazace	X
crazy	ADJ
CRAZYmac	X
crb	X
creak	X
creaking	X
cream	X
creams	PROPN
creamy	X
create	VERB
Create	VERB
created	VERB
CreateLove	X
CreateSyria	X
creating	VERB
creative	ADJ
creativity	NOUN
creator	X
creats	X
creature	NOUN
creatures	NOUN
credentials	X
credible	ADJ
credit	NOUN
credits	X
creeds	X
Creepers	X
creeping	VERB
creeps	X
creepy	ADJ
cresbots	X
crew	NOUN
cricket	X
crickets	NOUN
cried	VERB
cries	VERB
crime	NOUN
crimes	NOUN
crimewatch	X
criminal	ADJ
criminalized	X
criminals	NOUN
crimpoop	X
crimsonwulfe	X
CrimtideTV	X
cringe	X
crinkling	X
crippling	X
crisis	NOUN
crisp	ADJ
cristinalaila	X
critical	ADJ
criticise	X
criticism	NOUN
criticize	X
critics	NOUN
Crock	X
crocodile	X
Crofting	X
cronies	X
crooked	X
CrookedCourt	X
cross	PROPN
Cross	PROPN
crossed	VERB
crossfire	X
Crossfit	X
crossing	VERB
crossover	X
CrossoverLife	X
Crossword	X
Crota	X
crowd	NOUN
crowded	ADJ
crowder	X
crowds	NOUN
crucial	ADJ
CrucialBMXShop	X
crudely	X
cruel	ADJ
cruise	NOUN
crumblepie	X
crumpledlinen	X
crush	X
Crush	X
crushed	VERB
crushes	X
Crushes	X
crust	NOUN
cry	VERB
crybaby	X
crying	X
Crying	X
CRYING	X
CryOut	X
cryptic	X
crystal	X
crystaldiamondo	X
CrystiCaro	X
CS	X
csa	X
CScheiwiller	X
CSGO	X
CSNHayes	X
cspanwj	X
cstonehoops	X
CSTrey	X
cthulhu	X
ctid	X
ctp	X
CTT	X
CTV	X
ctysmallholding	X
cube	NOUN
Cubs	X
cuck	X
cucks	X
cucumbers	NOUN
cuddled	X
cuddles	X
Cuddling	X
Cudi	X
cue	NOUN
Cuisinart	X
Cujo	X
CUJO	X
Cules	X
cull	X
culprits	X
cult	NOUN
cultivate	X
Cultural	X
culture	NOUN
cultures	NOUN
cum	X
cumtribute	X
Cumtribute	X
CunninghamColin	X
cunt	X
cunts	X
cup	NOUN
Cup	X
cupboards	X
cupcake	X
cupidpoetry	X
curbing	VERB
Curculiunculus	X
cure	NOUN
Cure	NOUN
cured	VERB
CureForInsomnia	X
curiosity	X
curious	ADJ
curling	X
curly	ADJ
curlygirlmimi	X
current	ADJ
currently	ADV
Currently	ADV
curry	X
Currys	X
curse	NOUN
CURSED	VERB
CursedRoyal	X
cursing	X
curtains	NOUN
Curtis	X
CurtisJobling	X
curve	NOUN
curving	X
cushion	X
custom	NOUN
customer	NOUN
Customer	NOUN
customercare	X
customerexperience	X
customers	NOUN
customerservice	X
CustomerService	X
customerservicefail	X
custserv	X
cut	VERB
Cut	NOUN
CUT	X
cute	ADJ
Cute	ADJ
cutealert	X
CUTEFUNNYANIMAL	X
cutest	X
cutie	X
cutoff	X
cuts	VERB
cuttie	X
cutting	VERB
cuz	X
Cuz	X
cwfmidatlantic	X
CX	X
cxmbeferre	X
cyber	X
Cybernats	X
Cyborg	X
cycle	NOUN
cycling	NOUN
cynical	ADJ
cynicism	X
cyprus	X
cyran	X
d	AUX
D	PROPN
da	X
Da	PROPN
daaaaaaamn	X
daaamn	X
dabbed	X
dad	NOUN
Dad	NOUN
Dada	X
daddy	NOUN
DaddyEllis	X
DaddyION	X
dads	NOUN
dadwroteaporno	X
daemondave	X
Dafron	X
daft	X
Dagenham	X
Dahl	X
DaiIyRoasts	X
daily	ADV
dailyecho	X
dailyfeels	X
DailyGrindhouse	X
DailyJoshleen	X
DailyMailCeleb	X
DailyMirror	X
dailyquote	X
dain	X
Dak	X
Dalai	X
Dallas	PROPN
DaltonRapattoni	X
dam	X
damage	NOUN
Damaged	X
dame	X
Dami	X
damiandmusic	X
dammit	X
damn	ADV
Damn	X
damning	X
damnit	X
Damnit	X
Damnnit	X
DamnPatriot	X
Damon	X
DamonkWayans	X
DamonLinker	X
damp	ADJ
damper	X
dan	X
danawhite	X
danbloom	X
dance	NOUN
DANCE	X
dancer	NOUN
dancers	NOUN
dancing	X
dandelion	X
dandy	NOUN
DanEggenWPost	X
danger	NOUN
dangerous	ADJ
dangerously	X
danhirtle	X
Daniel	X
DanielFeuer	X
danielleelowell	X
DaniQays	X
danish	X
Danish	X
danishes	X
danisnotonfire	X
DanLanthier	X
